sent
1	Кстати	0 кстати CONJ Prnt
26492	.	0 . PNCT
/sent
sent
26492	Но	0 но CONJ
26493	встроенный	0 встроить PRTF perf tran masc sing nomn pssv past
26494	прибор	0 прибор NOUN masc inan sing nomn
26495	лучше	0 хорошо ADVB
26496	определяет	0 определять VERB impf tran sing actv pres 3per indc
26497	координаты	0 координата NOUN femn inan plur accs
26498	машины	0 машина NOUN femn inan sing gent
26499	в	0 в PREP
26500	городе	0 город NOUN masc inan sing loct
26501	или	0 или CONJ
26502	в	0 в PREP
26503	горах	0 гора NOUN femn inan plur loct
26504	,	0 , PNCT
26504	где	0 где ADVB Ques
26505	видимость	0 видимость NOUN femn inan sing nomn
26506	неба	0 небо NOUN neut inan sing gent
26507	сильно	0 сильно ADVB
26508	ограничена	0 ограничить PRTS perf femn sing pssv past
26509	.	0 . PNCT
/sent
sent
26509	Зиг	0 зиг NOUN masc inan sing accs
26510	выполняем	0 выполнять VERB impf tran plur actv pres 1per indc
26511	с	0 с PREP
26512	использованием	0 использование NOUN neut inan sing ablt
26513	отрезка	0 отрезок NOUN masc inan sing gent
26514	стальной	0 стальной ADJF femn sing gent
26515	проволоки	0 проволока NOUN femn inan sing gent
26516	,	0 , PNCT
26516	по	0 по PREP
26517	которому	0 который ADJF Apro masc sing datv
26518	ударяем	0 ударять VERB impf tran plur actv pres 1per indc
26519	молотком	0 молоток NOUN masc inan sing ablt
26520	.	0 . PNCT
/sent
sent
26520	определяющие	0 определять PRTF impf tran plur accs actv pres
26521	аксиомы	0 аксиома NOUN femn inan plur accs
26522	для	0 для PREP
26523	функциональных	0 функциональный ADJF plur gent
26524	символов	0 символ NOUN masc inan plur gent
26525	F	0 F UNKN
26526	вида	0 вид NOUN masc inan sing gent
/sent
sent
26527	Ответить	0 ответить INFN perf intr actv
26528	на	0 на PREP
26529	этот	0 этот ADJF Apro masc sing accs inan
26530	вопрос	0 вопрос NOUN masc inan sing accs
26531	непросто	0 непростой ADJS sing masc
26532	.	0 . PNCT
/sent
sent
26532	Реализовать	0 реализовать INFN perf tran actv
26533	объект	0 объект NOUN masc inan sing accs
26534	«	0 « PNCT
26534	отладочная	0 отладочный ADJF femn sing nomn
26535	точка	0 точка NOUN femn inan sing nomn
26536	»	0 » PNCT
26536	возможно	0 возможно PRED
26537	с	0 с PREP
26538	использованием	0 использование NOUN neut inan sing ablt
26539	технологии	0 технология NOUN femn inan sing gent
26540	шаблонов	0 шаблон NOUN masc inan plur gent
26541	и	0 и CONJ
26542	объектно-ориентированного	0 объектно-ориентированный ADJF neut sing gent
26543	программирования	0 программирование NOUN neut inan sing gent
26544	.	0 . PNCT
/sent
sent
26544	Это	0 это ADJF Apro Subx neut sing nomn
26545	даёт	0 давать VERB impf tran actv sing pres 3per indc
26546	возможность	0 возможность NOUN femn inan sing accs
26547	использовать	0 использовать INFN perf tran actv
26548	в	0 в PREP
26549	решении	0 решение NOUN neut inan sing loct
26550	не	0 не PRCL
26551	только	0 только PRCL
26552	балочные	0 балочный ADJF plur accs inan
26553	элементы	0 элемент NOUN masc inan plur accs
26554	,	0 , PNCT
26554	но	0 но CONJ
26555	и	0 и CONJ
26556	любые	0 любой ADJF Apro plur accs inan
26557	другие	0 другой ADJF Apro plur accs inan
26558	,	0 , PNCT
26558	например	0 например CONJ Prnt
26559	пластины	0 пластина NOUN femn inan plur accs
26560	.	0 . PNCT
/sent
sent
26560	В	0 в PREP
26561	объекте	0 объект NOUN masc inan sing loct
26562	«	0 « PNCT
26562	часы	0 часы NOUN plur nomn
26563	»	0 » PNCT
26563	может	0 мочь VERB impf intr actv sing pres 3per indc
26564	быть	0 быть INFN impf intr actv
26565	легко	0 легко ADVB
26566	реализована	0 реализовать PRTS perf femn sing pssv past
26567	функция	0 функция NOUN femn inan sing nomn
26568	типа	0 тип NOUN masc inan sing gent
/sent
sent
26569	Все	0 весь ADJF Apro plur nomn
26570	они	0 они ADJF Apro Subx plur 3per nomn
26571	при	0 при PREP
26572	оказании	0 оказание NOUN neut inan sing loct
26573	консалтинговых	0 консалтинговый ADJF plur gent
26574	услуг	0 услуга NOUN femn inan plur gent
26575	так	0 так ADVB Ques
26576	или	0 или CONJ
26577	иначе	0 иначе ADVB Ques
26578	вступают	0 вступать VERB impf intr actv plur pres 3per indc
26579	в	0 в PREP
26580	конфликт	0 конфликт NOUN masc inan sing accs
26581	интересов	0 интерес NOUN masc inan plur gent
26582	,	0 , PNCT
26582	в	0 в PREP
26583	котором	0 который ADJF Apro masc sing loct
26584	с	0 с PREP
26585	одной	0 один ADJF Apro femn sing gent
26586	стороны	0 сторона NOUN femn inan sing gent
26587	находится	0 находиться VERB impf intr sing pres 3per indc
26588	клиент	0 клиент NOUN masc anim sing nomn
26589	,	0 , PNCT
26589	а	0 а CONJ
26590	с	0 с PREP
26591	другой	0 другой ADJF Apro femn sing gent
26592	--	0 -- PNCT
26592	работодатель	0 работодатель NOUN masc anim sing nomn
26593	,	0 , PNCT
26593	будь	0 быть VERB impf intr actv sing impr excl
26594	то	0 то ADJF Apro Subx neut sing nomn
26595	производитель	0 производитель NOUN masc anim sing nomn
26596	программного	0 программный ADJF neut sing gent
26597	обеспечения	0 обеспечение NOUN neut inan sing gent
26598	или	0 или CONJ
26599	системный	0 системный ADJF masc sing nomn
26600	интегратор	0 интегратор NOUN masc inan sing nomn
26601	.	0 . PNCT
/sent
sent
26601	Перед	0 перед PREP
26602	вольною	0 вольный ADJF femn sing ablt
26603	рекою	0 река NOUN femn inan sing ablt
26604	--	0 -- PNCT
/sent
sent
26604	Пива	0 пиво NOUN neut inan sing gent
26605	не	0 не PRCL
26606	будет	0 быть VERB impf intr actv sing futr 3per indc
26607	уже	0 уже ADVB
26608	через	0 через PREP
26609	час	0 час NOUN masc inan sing accs
26610	,	0 , PNCT
26610	а	0 а CONJ
26611	кирпичные	0 кирпичный ADJF plur nomn
26612	строения	0 строение NOUN neut inan plur nomn
26613	остаются	0 оставаться VERB impf intr plur pres 3per indc
26614	на	0 на PREP
26615	десятилетия	0 десятилетие NOUN neut inan plur accs
26616	и	0 и CONJ
26617	века	0 век NOUN masc inan plur accs
26618	.	0 . PNCT
/sent
sent
26618	Ввиду	0 ввиду PREP
26619	неявки	0 неявка NOUN femn inan sing gent
26620	на	0 на PREP
26621	это	0 этот ADJF Apro neut sing accs inan
26622	заседание	0 заседание NOUN neut inan sing accs
26623	представителей	0 представитель NOUN masc anim plur gent
26624	Следственного	0 следственный ADJF masc sing gent
26625	комитета	0 комитет NOUN masc inan sing gent
26626	его	0 оно ADJF Apro Subx neut sing 3per accs
26627	перенесли	0 перенести VERB perf tran plur actv past indc
26628	на	0 на PREP
26629	16	0 16 NUMR
26630	августа	0 август NOUN masc inan sing gent
26631	.	0 . PNCT
/sent
sent
26631	Например	0 например CONJ Prnt
26632	,	0 , PNCT
26632	совсем	0 совсем ADVB
26633	недавно	0 недавно ADVB
26634	в	0 в PREP
26635	Египте	0 Египет NOUN masc inan sing loct
26636	он	0 он ADJF Apro Subx masc sing 3per nomn
26637	решил	0 решить VERB perf tran masc sing actv past indc
26638	заняться	0 заняться INFN perf intr
26639	дайвингом	0 дайвинг NOUN masc inan sing ablt
26640	без	0 без PREP
26641	предварительной	0 предварительный ADJF femn sing gent
26642	подготовки	0 подготовка NOUN femn inan sing gent
26643	.	0 . PNCT
/sent
sent
26643	Практически	0 практически ADVB
26644	все	0 весь ADJF Apro plur nomn
26645	интеграторы	0 интегратор NOUN masc inan plur nomn
26646	готовы	0 готовый ADJS plur
26647	представить	0 представить INFN perf tran actv
26648	услуги	0 услуга NOUN femn inan plur accs
26649	"	0 " PNCT
26649	продуктонезависимого	0 продуктонезависимий ADJF masc sing gent
26650	"	0 " PNCT
26650	консалтинга	0 консалтинг NOUN masc inan sing gent
26651	,	0 , PNCT
26651	однако	0 однако CONJ
26652	после	0 после PREP
26653	этого	0 это ADJF Apro Subx neut sing gent
26654	сами	0 сам ADJF Apro plur nomn
26655	продают	0 продавать VERB impf tran plur actv pres 3per indc
26656	программный	0 программный ADJF masc sing accs inan
26657	продукт	0 продукт NOUN masc inan sing accs
26658	,	0 , PNCT
26658	сами	0 сам ADJF Apro plur nomn
26659	его	0 он ADJF Apro Subx masc sing 3per accs
26660	внедряют	0 внедрять VERB impf tran plur actv pres 3per indc
26661	,	0 , PNCT
26661	а	0 а CONJ
26662	потом	0 потом ADVB Ques
26663	оценивают	0 оценивать VERB impf tran plur actv pres 3per indc
26664	результаты	0 результат NOUN masc inan plur accs
26665	.	0 . PNCT
/sent
sent
26665	Кроме	0 кроме PREP
26666	того	0 то ADJF Apro Subx neut sing gent
26667	,	0 , PNCT
26667	научат	0 научить VERB perf tran plur actv futr 3per indc
26668	языку	0 язык NOUN masc inan sing datv
26669	переговоров	0 переговоры NOUN plur gent
26670	с	0 с PREP
26671	авиадиспетчерами	0 авиадиспетчер NOUN masc anim plur ablt
26672	,	0 , PNCT
26672	правилам	0 правило NOUN neut inan plur datv
26673	воздушного	0 воздушный ADJF neut sing gent
26674	движения	0 движение NOUN neut inan sing gent
26675	.	0 . PNCT
/sent
sent
26675	Общий	0 общий ADJF masc sing nomn
26676	список	0 список NOUN masc inan sing nomn
26677	специальностей	0 специальность NOUN femn inan plur gent
26678	занимает	0 занимать VERB impf tran sing actv pres 3per indc
26679	несколько	0 несколько NUMR accs
26680	листов	0 лист NOUN masc inan plur gent
26681	.	0 . PNCT
/sent
sent
26681	Предварительно	0 предварительно ADVB
26682	Белослудцева	0 Белослудцева NOUN femn anim sing nomn
26683	показала	0 показать VERB perf tran femn sing actv past indc
26684	,	0 , PNCT
26684	как	0 как ADVB Ques
26685	заправить	0 заправить INFN perf tran actv
26686	ткань	0 ткань NOUN femn inan sing accs
26687	в	0 в PREP
26688	пяльца	0 пяльца NOUN inan plur nomn
26689	,	0 , PNCT
26689	как	0 как ADVB Ques
26690	закрепить	0 закрепить INFN perf tran actv
26691	нить	0 нить NOUN femn inan sing accs
26692	так	0 так ADVB Ques
26693	,	0 , PNCT
26693	чтобы	0 чтобы CONJ
26694	с	0 с PREP
26695	изнаночной	0 изнаночный ADJF femn sing gent
26696	стороны	0 сторона NOUN femn inan sing gent
